Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Twining;60560;USA;1930;1930;1946;1990;2;7;0;3;0;2;2;L60560;1943;1960;x
Van Ross;60561;USA;1930;1930;1990;1990;2;6;131072;2;0;5;2;L60561;1942;1960;x
Vieweg;60562;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60562;1942;1960;x
Walker;60563;USA;1930;1930;1990;1990;2;7;8192;3;0;5;2;L60563;1930;1960;x
Walton;60564;USA;1930;1930;1990;1990;2;5;8192;2;0;5;2;L60564;1938;1960;x
Walsh;60565;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60565;1942;1960;x
Weyland;60566;USA;1930;1930;1990;1990;2;6;16384;3;0;5;2;L60566;1943;1960;x
White;60567;USA;1930;1930;1946;1990;2;6;0;3;0;5;0;L60567;1942;1960;x
Whitehead;60568;USA;1930;1930;1990;1990;2;5;16384;2;0;5;2;L60568;1943;1960;x
Williams;60569;USA;1930;1930;1990;1990;2;5;16384;2;0;5;2;L60569;1942;1960;x
Woods;60570;USA;1930;1930;1990;1990;2;7;16384;3;0;5;2;L60570;1944;1960;x
Young;60571;USA;1930;1930;1990;1990;2;5;4096;2;0;5;2;L60571;1943;1960;x
Zemke;60572;USA;1930;1930;1990;1990;2;6;4096;2;0;5;2;L60572;1943;1960;x
Zykowski;60573;USA;1930;1930;1990;1990;2;5;0;2;0;5;2;L60573;1945;1960;x
Milburn;60574;USA;1930;1930;1990;1990;2;7;0;3;0;5;0;L60574;1942;1960;x
Anderson S.;60575;USA;1930;1930;1990;1990;2;6;16384;2;0;5;2;L60575;1943;1960;x
Wilhelm;60576;USA;1930;1930;1990;1990;2;5;4096;2;0;5;2;L60576;1943;1960;x
Allen T.;60577;USA;1930;1930;1990;1990;2;7;1;3;0;5;0;L60577;1941;1960;x
Yardley;60578;USA;1930;1930;1990;1990;2;7;0;2;0;5;0;L60578;1942;1960;x
Chidlaw;60579;USA;1930;1930;1947;1990;2;8;65536;4;0;5;2;L60499;1942;1960;x
Hutchison;60580;USA;1930;1930;1990;1990;2;5;1;2;0;5;0;L60580;1943;1960;x
