Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Aschenbrenner;902;GER;1930;1936;1940;1990;2;7;65536;2;0;5;2;L902;1942;1960;x
Banse;903;GER;1930;1936;1940;1990;2;6;8192;2;0;5;2;L903;1942;1960;x
Barlen;904;GER;1930;1936;1940;1990;2;5;0;2;0;5;2;L904;1939;1960;x
Baur de Betaz;905;GER;1930;1936;1940;1990;2;4;4096;2;0;5;2;L905;1941;1960;x
Behrendt;906;GER;1930;1936;1940;1990;2;5;32768;2;0;5;2;L906;1941;1960;x
Dransfeld;907;GER;1930;1936;1940;1990;1;5;0;2;0;5;2;L907;1930;1960;x
Dörstilling;908;GER;1930;1936;1940;1990;1;8;16384;2;0;5;2;L908;1939;1960;x
Fahnert;909;GER;1930;1936;1940;1990;2;5;0;2;0;5;2;L909;1938;1960;x
Fink;910;GER;1930;1936;1940;1990;1;6;4096;2;0;5;2;L910;1940;1960;x
Fischer;911;GER;1930;1936;1940;1990;1;6;8192;2;0;5;2;L911;1939;1960;x
Fisser;912;GER;1930;1936;1940;1990;2;5;4096;2;0;5;2;L912;1938;1960;x
Fröhlich;913;GER;1930;1936;1940;1990;1;6;36864;2;0;5;2;L913;1940;1960;x
Förster;914;GER;1930;1936;1940;1990;1;6;0;2;0;5;2;L914;1938;1960;x
Fütterer;915;GER;1930;1936;1940;1990;2;6;8192;2;0;5;2;L915;1941;1960;x
Grassmann;916;GER;1930;1936;1940;1990;2;6;4096;2;0;5;2;L916;1944;1960;x
Harmjanz;918;GER;1930;1936;1940;1990;1;5;0;2;0;5;2;L918;1939;1960;x
Heilingbrunner;919;GER;1930;1936;1940;1946;1;7;65536;2;0;5;2;L919;1939;1960;x
Hitschhold;921;GER;1930;1936;1940;1990;2;7;16384;2;0;5;2;L921;1945;1960;x
Homburg;922;GER;1930;1936;1940;1990;2;5;0;2;0;5;2;L922;1940;1960;x
Hähnelt;923;GER;1930;1936;1940;1990;2;4;8192;2;0;5;2;L923;1939;1960;x
Kessler;924;GER;1930;1936;1940;1990;1;6;32768;2;0;5;2;L924;1939;1960;x
Klepke;926;GER;1930;1936;1940;1990;1;5;4096;2;0;5;2;L926;1930;1960;x
Knauss;927;GER;1930;1936;1940;1990;1;5;0;2;0;5;2;L927;1940;1960;x
Krocker;928;GER;1930;1936;1940;1990;2;4;0;2;0;5;2;L928;1939;1960;x
Kuen;929;GER;1930;1936;1940;1990;2;5;0;2;0;5;2;L929;1942;1960;x
Kühl;930;GER;1930;1936;1940;1990;1;6;69632;2;0;5;2;L930;1930;1960;x
Lentzsch;931;GER;1930;1936;1940;1990;2;5;32768;2;0;5;2;L931;1930;1960;x
Mahnke;932;GER;1930;1936;1940;1990;1;5;4096;2;0;5;2;L932;1939;1960;x
Mayer  W.;933;GER;1930;1936;1940;1990;1;7;8192;2;0;5;2;L933;1937;1960;x
Mohr;934;GER;1930;1936;1940;1990;1;5;0;2;0;5;2;L934;1938;1960;x
Müller;935;GER;1930;1936;1940;1990;1;6;8192;2;0;5;2;L935;1939;1960;x
Müller-Michiels;936;GER;1930;1936;1940;1990;2;7;0;2;0;5;2;L936;1930;1960;x
Quade;937;GER;1930;1936;1940;1990;1;5;0;2;0;5;2;L937;1930;1960;x
Rieke;938;GER;1930;1936;1940;1990;1;6;0;2;0;5;2;L938;1941;1960;x
Ritter;939;GER;1930;1936;1940;1990;1;5;0;2;0;5;2;L939;1939;1960;x
Roth;940;GER;1930;1936;1940;1990;2;5;8192;2;0;5;2;L940;1942;1960;x
Rüter;941;GER;1930;1936;1940;1990;2;7;32768;2;0;5;2;L941;1939;1960;x
Schmidt  A.;942;GER;1930;1936;1940;1990;1;7;0;2;0;5;2;L942;1938;1960;x
Schmidt  H.;943;GER;1930;1936;1940;1990;1;6;0;2;0;5;2;L943;1937;1960;x
Schultheiss;944;GER;1930;1936;1940;1990;2;7;16384;2;0;5;2;L944;1941;1960;x
Schulz;945;GER;1930;1936;1940;1990;1;5;0;2;0;5;2;L945;1939;1960;x
Schwabedissen;946;GER;1930;1936;1940;1990;2;4;0;2;0;5;2;L946;1940;1960;x
Schwartzkopff;947;GER;1930;1936;1940;1990;2;8;16384;2;0;5;2;L947;1938;1960;x
Schwuss;948;GER;1930;1936;1940;1990;2;7;8192;2;0;5;2;L948;1939;1960;x
Siburg;949;GER;1930;1936;1940;1990;1;5;131072;2;0;5;2;L949;1939;1960;x
Sommé;950;GER;1930;1936;1940;1990;1;7;0;2;0;5;2;L950;1939;1960;x
Sommer;951;GER;1930;1936;1940;1990;2;5;16384;2;0;5;2;L951;1938;1960;x
Vierling;952;GER;1930;1936;1940;1990;1;6;0;2;0;5;2;L952;1939;1960;x
Voigt-Ruscheweyh;953;GER;1930;1936;1940;1990;2;4;0;2;0;5;2;L953;1943;1960;x
von Astfeld;954;GER;1930;1936;1940;1990;2;7;0;2;0;5;2;L954;1939;1960;x
von der Lieth-Thomsen;955;GER;1930;1936;1940;1990;1;5;8192;2;0;5;2;L955;1930;1960;x
von Döring;956;GER;1930;1936;1940;1990;2;6;4096;2;0;5;2;L956;1940;1960;x
von Mann zu Tiechler;957;GER;1930;1936;1940;1990;2;5;32768;2;0;5;2;L957;1939;1960;x
von Wild;958;GER;1930;1936;1940;1990;2;8;0;2;0;5;2;L958;1945;1960;x
Wecke;959;GER;1930;1936;1940;1990;2;7;0;2;0;5;2;L959;1938;1960;x
Weigand;960;GER;1930;1936;1940;1990;2;4;0;2;0;5;2;L960;1939;1960;x
Zander;961;GER;1930;1936;1940;1990;1;7;131072;2;0;5;2;L961;1930;1960;x
Zoch;962;GER;1930;1936;1940;1990;2;8;131072;2;0;5;2;L962;1940;1960;x
Stempel;963;GER;1930;1936;1940;1990;2;6;8;2;0;5;0;L963;1939;1960;x
Schlömer;964;GER;1930;1936;1940;1990;2;7;257;2;0;5;0;L964;1940;1960;x
Steinmetz;966;GER;1930;1936;1940;1990;2;5;0;2;0;5;0;L966;1942;1960;x
von Lenski;968;GER;1930;1936;1940;1990;2;7;129;1;0;5;0;L968;1940;1960;x
von Randow;969;GER;1930;1936;1940;1990;2;8;128;2;0;5;0;L969;1939;1960;x
Hildebrandt;970;GER;1930;1936;1940;1990;2;6;128;2;0;5;0;L970;1942;1960;x
von Hülsen;971;GER;1930;1936;1940;1990;2;6;128;2;0;5;0;L971;1941;1960;x
Sümmermann;972;GER;1930;1936;1940;1990;2;6;0;2;0;5;0;L972;1941;1960;x
Veith;973;GER;1930;1936;1940;1990;2;7;4;2;0;5;0;L973;1939;1960;x
von Sponeck;974;GER;1930;1936;1940;1990;2;7;132;2;0;5;0;L974;1940;1960;x
Muñoz Grandes;976;GER;1930;1936;1940;1990;2;6;3;2;0;5;0;L976;1950;1960;x
Borowietz;978;GER;1930;1936;1940;1990;2;6;128;2;0;5;0;L978;1940;1960;x
Degrelle;979;GER;1930;1936;1940;1990;2;6;10;2;0;5;0;M511001;1943;1960;x
Karl Franz;980;GER;1939;1936;1946;1990;2;6;3;2;0;5;0;L980;1939;1960;x
Kaupisch Leonhard;981;GER;1930;1936;1940;1990;2;6;3;2;0;5;0;L981;1936;1960;x
Keltsch Karl;982;GER;1942;1936;1946;1990;1;6;129;3;0;5;0;L982;1942;1960;x
Keinitz Werner;983;GER;1935;1936;1938;1990;1;6;3;2;0;5;0;L983;1936;1960;x
Kinze Eberhard;984;GER;1943;1936;1945;1990;1;6;3;2;0;5;0;L984;1943;1960;x
Kleffel Philipp;985;GER;1939;1936;1942;1990;1;6;2;2;0;5;0;L985;1939;1960;x
Kraiss Dietrich;986;GER;1941;1936;1946;1990;2;8;7;3;0;5;0;L986;1941;1960;x
Krakau August;987;GER;1942;1936;1946;1990;2;6;257;3;0;5;0;L987;1942;1960;x
Cliax Otto;988;GER;1930;1936;1940;1990;2;6;4096;2;0;5;1;L988;1937;1960;x
Simon Max;989;GER;1942;1936;1946;1990;2;6;2;2;0;5;0;L989;1937;1960;x
Wuennenberg Alfred;990;GER;1941;1936;1943;1990;1;7;2;2;0;5;0;L990;1941;1960;x
Kohlemann Otto;991;GER;1942;1936;1946;1990;2;7;5;3;0;5;0;L991;1942;1960;x
Koll;992;GER;1943;1936;1946;1990;2;7;129;3;0;5;0;L992;1943;1960;x
Krause Walter;993;GER;1942;1936;1946;1990;2;7;3;3;0;5;0;L993;1942;1960;x
Kreysin;994;GER;1940;1936;1943;1990;2;8;3;2;0;5;0;L994;1940;1960;x
Scherer Theodor;995;GER;1940;1936;1948;1990;3;8;5;2;0;5;0;L995;1940;1960;x
Kullmer;996;GER;1943;1936;1948;1990;3;6;3;2;0;5;0;L996;1943;1960;x
Löhr;997;GER;1930;1936;1940;1990;1;6;16384;2;0;5;2;L997;1939;1960;x
